ID,Ag_Bulk,Ag-Surface,R_min,R_max,R_avg,R_std,R_skew,R_kurt,Anisotropy,Facets,S_100,S_111,S_110,S_311,Curve_0-10,Curve_11-20,Curve_21-30,Curve_31-40,Curve_41-50,Curve_51-60,Curve_61-70,Curve_71-80,Curve_81-90,Curve_91-100,Curve_101-110,Curve_111-120,Curve_121-130,Curve_131-140,Curve_141-150,Curve_151-160,Curve_161-170,Curve_171-180,Ag_coord,Ag_bulk_coord,Ag_surf_coord,SCN1,SCN2,SCN3,SCN4,SCN5,SCN6,SCN7,SCN8,SCN9,SCN10,SCN11,SCN12,Ag_bonds,Ag-Ag_length,Ag-Ag_stdev,FCC,HCP,ICOS,DECA,q6q6_Ag_all,q6q6_Ag_bulk,q6q6_Ag_surf,q6q6_T0,q6q6_T1,q6q6_T2,q6q6_T3,q6q6_T4,q6q6_T5,q6q6_T6,q6q6_T7,q6q6_T8,q6q6_T9,q6q6_T10,q6q6_T11,q6q6_T12,q6q6_T13,q6q6_T14,q6q6_T15,q6q6_T16,q6q6_T17,q6q6_T18,q6q6_T19,q6q6_T20,q6q6_20+,Shape,Formation_E,EF,IP,EA,EG
104,0.494423792,0.505576208,10.7186,13.1568,12.0302,0.7546,0.0371,-0.9815,1.194709604,26,0,0.148698885,0.223048327,0,0.148698885,0,0.356877323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0818,12,8.2059,0,0,0,0,0,0.089219331,0.133828996,0.044609665,0.148698885,0,0.089219331,0,2712,2.95226,0.11254,0.494423792,0,0,0,10.0818,12,8.2059,0,0,0,0,0,0,0.089219331,0.133828996,0.044609665,0.148698885,0,0.089219331,0.494423792,0,0,0,0,0,0,0,0,0,Modified_truncated_octahedron,0.174096525,-3.8354,4.3724,3.2985,1.0739
105,0.464684015,0.535315985,10.6825,13.3832,11.9911,0.7956,0.3886,-0.6766,1.176312871,30,0,0,0.133828996,0.044609665,0,0.044609665,0.312267658,0.133828996,0.044609665,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9033,12,8.0833,0,0,0,0,0.044609665,0.133828996,0.089219331,0.044609665,0.044609665,0.044609665,0.133828996,0,2664,2.94753,0.12536,0.464684015,0,0,0,9.9033,12,8.0833,0,0,0,0,0,0.044609665,0.133828996,0.089219331,0.044609665,0.044609665,0.044609665,0.133828996,0.464684015,0,0,0,0,0,0,0,0,0,Truncated_tetrahexahedron,0.196966785,-3.7471,4.2827,3.2114,1.0713
106,0.461966605,0.538033395,10.8847,14.1263,11.9695,0.7708,0.1758,-0.1542,1.242248319,24,0,0,0.155844156,0,0,0,0.423005566,0,0.100185529,0,0.014842301,0,0,0,0,0,0,0,0,0,0,0,9.885,12,8.069,0,0,0.014842301,0,0.044526902,0.133580705,0.066790353,0.011131725,0.089053803,0.044526902,0.133580705,0,2664,2.94882,0.13114,0.461966605,0,0,0,9.7959,12,7.9034,0.014842301,0,0,0,0,0.044526902,0.133580705,0.066790353,0.011131725,0.133580705,0,0.133580705,0.461966605,0,0,0,0,0,0,0,0,0,Tetrahexahedron,0.199461017,-3.7073,4.2393,3.1755,1.0638
107,0.505454545,0.494545455,10.4404,14.5036,12.2437,1.0784,0.6984,-0.3095,1.310040173,25,0,0.254545455,0.145454545,0.018181818,0.254545455,0.090909091,0.145454545,0.003636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16,12,8.2794,0,0,0,0,0,0.04,0.109090909,0.054545455,0.254545455,0.036363636,0,0,2794,2.95605,0.09532,0.327272727,0.163636364,0,0.014545455,9.6618,11.2014,8.0882,0.003636364,0.003636364,0.010909091,0,0.018181818,0,0.036363636,0.109090909,0.1,0.254545455,0.036363636,0,0.427272727,0,0,0,0,0,0,0,0,0,Decahedron,0.167303677,-3.8372,4.3668,3.3077,1.0591
108,0.504472272,0.495527728,9.8997,16.0187,12.5891,2.0148,0.2215,-1.333,1.618224247,25,0,0.277280859,0.089445438,0.071556351,0.268336315,0.098389982,0.125223614,0.003577818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.136,12,8.2383,0,0,0,0,0,0.039355993,0.089445438,0.089445438,0.268336315,0.008944544,0,0,2833,2.95417,0.09344,0.313059034,0.178890877,0,0.012522361,9.6995,11.3191,8.0505,0.003577818,0.003577818,0.008944544,0,0.017889088,0,0.035778175,0.089445438,0.125223614,0.268336315,0.008944544,0,0.438282648,0,0,0,0,0,0,0,0,0,Decahedron,0.175352131,-3.915,4.433,3.3972,1.0358
109,0.550802139,0.449197861,10.7818,14.3272,12.4094,0.8651,-0.0262,-0.1902,1.198669809,20,0.171122995,0.085561497,0,0.171122995,0.256684492,0,0.171122995,0.021390374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0535,12,7.6667,0,0,0,0,0.021390374,0,0.171122995,0.171122995,0.085561497,0,0,0,2820,2.9484,0.10022,0.550802139,0,0,0,10.0535,12,7.6667,0,0,0,0,0,0.021390374,0,0.171122995,0.171122995,0.085561497,0,0,0.550802139,0,0,0,0,0,0,0,0,0,Icosahedron,0.158000636,-4.0275,4.5585,3.4966,1.0619
110,0.550802139,0.449197861,11.7407,14.0724,12.3535,0.595,1.2038,1.0234,1.335278394,20,0,0.213903743,0.106951872,0,0.213903743,0.213903743,0,0.021390374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3743,12,8.381,0,0,0,0,0,0.021390374,0,0.213903743,0.213903743,0,0,0,2910,2.96382,0.10979,0.142602496,0.320855615,0.001782531,0.085561497,7.615,8,7.1429,0.023172906,0.042780749,0.042780749,0,0.160427807,0,0,0,0.320855615,0.213903743,0,0,0.196078431,0,0,0,0,0,0,0,0,0,Rhombitruncated_octahedron,0.176335142,-3.7043,4.2247,3.1839,1.0408
111,0.468309859,0.531690141,10.7162,14.645,12.314,1.0717,0.6351,-0.2829,1.759161238,15,0,0.14084507,0.295774648,0,0.14084507,0,0.295774648,0,0.095070423,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0563,12,8.3444,0,0,0,0,0.042253521,0,0.211267606,0.01056338,0.14084507,0,0.126760563,0,2856,2.95131,0.1183,0.468309859,0,0,0,10.0563,12,8.3444,0,0,0,0,0,0.042253521,0,0.211267606,0.01056338,0.14084507,0,0.126760563,0.468309859,0,0,0,0,0,0,0,0,0,Decahedron,0.179589839,-3.9288,4.4397,3.4182,1.0215
112,0.504393673,0.495606327,9.907,17.4268,12.7344,2.189,0.3822,-1.011,1.251905023,20,0,0.263620387,0.105448155,0.105448155,0.263620387,0.105448155,0.105448155,0.021089631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.116,12,8.1986,0,0,0,0,0.017574692,0.003514938,0.105448155,0.105448155,0.263620387,0,0,0,2878,2.95237,0.09176,0.307557118,0.184534271,0,0.012302285,9.6872,11.331,8.0142,0.003514938,0.003514938,0.008787346,0,0.017574692,0.017574692,0,0.105448155,0.14059754,0.263620387,0,0,0.439367311,0,0,0,0,0,0,0,0,0,Rhombitruncated_octahedron,0.178355259,-3.7466,4.2663,3.227,1.0393
113,0.481865285,0.518134715,10.8833,14.6145,12.3346,0.9744,0.5336,0.3213,1.264300448,25,0,0.082901554,0.227979275,0,0.082901554,0,0.393782383,0.041450777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0311,12,8.2,0,0,0,0,0,0.124352332,0.14507772,0,0.082901554,0.082901554,0.082901554,0,2904,2.94987,0.12303,0.481865285,0,0,0,10.0311,12,8.2,0,0,0,0,0,0,0.124352332,0.14507772,0,0.082901554,0.082901554,0.082901554,0.481865285,0,0,0,0,0,0,0,0,0,Decahedron,0.1598946,-3.9605,4.4819,3.439,1.0429
114,0.543589744,0.456410256,11.1349,14.0765,12.5516,0.907,-0.0176,-1.1693,1.242225514,14,0.051282051,0.213675214,0.051282051,0.085470085,0.247863248,0.153846154,0.051282051,0.003418803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2188,12,8.0974,0,0,0,0,0,0.037606838,0.102564103,0.11965812,0.170940171,0.025641026,0,0,2989,2.95757,0.09781,0.341880342,0.188034188,0,0.013675214,9.7504,11.3019,7.9026,0.003418803,0.003418803,0.01025641,0,0.017094017,0,0.034188034,0.102564103,0.162393162,0.170940171,0.025641026,0,0.47008547,0,0,0,0,0,0,0,0,0,Truncated_octahedron,0.157255288,-3.9061,4.4338,3.3786,1.0552
115,0.535836177,0.464163823,11.0182,13.687,12.5141,0.7653,-0.2711,-1.0312,1.176728981,48,0.040955631,0.259385666,0.040955631,0.081911263,0.300341297,0.081911263,0.081911263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.198,12,8.1176,0,0,0,0,0,0.040955631,0.122866894,0.040955631,0.259385666,0,0,0,2988,2.95567,0.09361,0.535836177,0,0,0,10.198,12,8.1176,0,0,0,0,0,0,0.040955631,0.122866894,0.040955631,0.259385666,0,0,0.535836177,0,0,0,0,0,0,0,0,0,Hexoctahedron,0.178648049,-3.7671,4.2857,3.2486,1.0371
116,0.503378378,0.496621622,11.5028,14.2635,12.4592,0.6969,0.0566,-0.845,1.25565085,20,0,0.081081081,0,0,0.081081081,0,0.364864865,0.040540541,0.010135135,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0135,12,8,0,0,0,0.010135135,0.040540541,0.121621622,0,0.081081081,0.121621622,0.081081081,0.040540541,0,2964,2.95003,0.12154,0.503378378,0,0,0,10.0135,12,8,0,0,0,0,0.010135135,0.040540541,0.121621622,0,0.081081081,0.121621622,0.081081081,0.040540541,0.503378378,0,0,0,0,0,0,0,0,0,Rhombitruncated_octahedron,0.177077412,-3.7151,4.2281,3.2021,1.026
117,0.462686567,0.537313433,10.8898,14.6877,12.4624,1.0188,0.3023,-0.2443,1.392704073,15,0,0.039800995,0.298507463,0,0.039800995,0,0.378109453,0.07960199,0.039800995,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0299,12,8.3333,0,0,0,0,0.039800995,0.039800995,0.218905473,0,0.039800995,0.039800995,0.15920398,0,3024,2.94974,0.12639,0.462686567,0,0,0,10.0299,12,8.3333,0,0,0,0,0,0.039800995,0.039800995,0.218905473,0,0.039800995,0.039800995,0.15920398,0.462686567,0,0,0,0,0,0,0,0,0,Decahedron,0.156999661,-4.0192,4.533,3.5054,1.0276
118,0.550413223,0.449586777,11.0293,15.3629,12.7789,1.2162,0.2635,-0.9691,1.431044191,25,0,0.26446281,0.099173554,0,0.231404959,0.198347107,0,0.019834711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2777,11.8348,8.3713,0,0,0,0,0,0.019834711,0,0.223140496,0.20661157,0,0,0,3109,2.96416,0.12252,0.181818182,0.231404959,0,0.029752066,8.4198,9.6517,6.9118,0.019834711,0.019834711,0.026446281,0.016528926,0.090909091,0,0.041322314,0.049586777,0.165289256,0.247933884,0.041322314,0,0.280991736,0,0,0,0,0,0,0,0,0,Decahedron,0.155826654,-3.9186,4.4343,3.403,1.0313
119,0.534653465,0.465346535,10.3753,14.7104,12.6488,0.7784,-0.7168,0.8318,1.958645481,10,0.024752475,0.214521452,0.066006601,0.008250825,0.222772277,0.148514851,0.090759076,0.00330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.231,12,8.1986,0,0,0,0,0,0.03630363,0.115511551,0.074257426,0.198019802,0.041254125,0,0,3100,2.96004,0.10263,0.346534653,0.173267327,0,0.014851485,9.7294,11.2222,8.0142,0.00330033,0.00330033,0.011551155,0,0.01650165,0,0.0330033,0.115511551,0.123762376,0.198019802,0.041254125,0,0.45379538,0,0,0,0,0,0,0,0,0,Decahedron,0.181484278,-3.735,4.2265,3.2438,0.9827
121,0.458128079,0.541871921,10.8882,16.1271,12.5262,1.1218,0.6892,0.7769,1.257113543,20,0,0.039408867,0.334975369,0,0.039408867,0,0.374384236,0.078817734,0.049261084,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0296,12.0215,8.3455,0,0,0,0.008210181,0,0.003284072,0.073891626,0.197044335,0.246305419,0,0,0,3054,2.95034,0.12687,0.448275862,0,0,0,10.0296,12.0215,8.3455,0,0,0,0,0,0.049261084,0,0.256157635,0,0.039408867,0.039408867,0.157635468,0.448275862,0.009852217,0,0,0,0,0,0,0,0,Rhombic_dodecahedron,0.185453422,-3.691,4.1987,3.1834,1.0153
120,0.471264368,0.528735632,9.8245,19.2424,13.1936,2.5358,0.3643,-0.9755,1.376447585,12,0,0.344827586,0.172413793,0,0.246305419,0.197044335,0.016420361,0.060755337,0.008210181,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0755,12.122,8.2516,0,0,0,0,0.049261084,0,0.256157635,0,0.039408867,0.039408867,0.157635468,0,3068,2.95726,0.12817,0.246305419,0.164203612,0,0.011494253,9.5764,11.4181,7.9348,0.003284072,0.003284072,0.008210181,0,0.024630542,0.016420361,0,0.106732348,0.180623974,0.246305419,0,0,0.369458128,0.041050903,0,0,0,0,0,0,0,0,Rhombitruncated_octahedron,0.179626314,-3.6713,4.1791,3.1636,1.0155
122,0.456628478,0.543371522,10.8926,14.6886,12.5133,1.0426,0.246,-0.4168,1.236485978,12,0,0,0.294599018,0,0,0,0.412438625,0.078559738,0.039279869,0,0.01309329,0,0,0,0,0,0,0,0,0,0,0,9.9771,12,8.2771,0,0,0.01309329,0,0.039279869,0.039279869,0.21603928,0,0,0.078559738,0.157119476,0,3048,2.94941,0.12998,0.456628478,0,0,0,9.8985,12,8.1325,0.01309329,0,0,0,0,0.039279869,0.039279869,0.21603928,0,0.039279869,0.039279869,0.157119476,0.456628478,0,0,0,0,0,0,0,0,0,Rhombic_dodecahedron,0.186098749,-3.652,4.1566,3.1476,1.009
123,0.444805195,0.555194805,10.6925,14.7216,12.5528,1.0621,0.2302,-0.6552,1.378480346,12,0,0,0.311688312,0,0,0,0.311688312,0.116883117,0.126623377,0,0,0,0,0,0,0,0,0,0,0,0,0,9.974,12,8.3509,0,0,0,0,0.077922078,0,0.233766234,0.00974026,0,0.038961039,0.194805195,0,3072,2.94856,0.12849,0.444805195,0,0,0,9.974,12,8.3509,0,0,0,0,0,0.077922078,0,0.233766234,0.00974026,0,0.038961039,0.194805195,0.444805195,0,0,0,0,0,0,0,0,0,Rhombic_dodecahedron,0.187878261,-3.6525,4.1558,3.1494,1.0064
124,0.452188006,0.547811994,10.895,16.1118,12.5756,1.1362,0.5869,0.4548,1.36012149,25,0,0,0.330632091,0,0,0,0.408427877,0.077795786,0.048622366,0,0.012965964,0,0,0,0,0,0,0,0,0,0,0,9.9773,12.0215,8.2899,0,0,0.012965964,0,0.048622366,0,0.252836305,0,0,0.077795786,0.155591572,0,3078,2.95018,0.12995,0.442463533,0,0,0,9.8995,12.0215,8.1479,0.012965964,0,0,0,0,0.048622366,0,0.252836305,0,0.038897893,0.038897893,0.155591572,0.442463533,0.009724473,0,0,0,0,0,0,0,0,Decahedron,0.148221398,-3.8889,4.3924,3.3855,1.0069
125,0.539534884,0.460465116,11.085,15.0757,13.0538,1.3152,0.0055,-1.3592,1.310542536,25,0.015503876,0.23255814,0.100775194,0.046511628,0.248062016,0.131782946,0.07751938,0.003100775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.276,12,8.2559,0,0,0,0,0,0.034108527,0.093023256,0.07751938,0.23255814,0.023255814,0,0,3314,2.95996,0.09096,0.356589147,0.170542636,0,0.012403101,9.8512,11.3621,8.0808,0.003100775,0.003100775,0.009302326,0,0.015503876,0,0.031007752,0.093023256,0.11627907,0.23255814,0.023255814,0,0.472868217,0,0,0,0,0,0,0,0,0,Decahedron,0.150808761,-3.8899,4.3921,3.3879,1.0042
126,0.524767802,0.475232198,10.331,14.8599,12.9469,1.0333,-0.1271,-0.021,1.202737553,48,0,0.247678019,0.131578947,0.030959752,0.247678019,0.085139319,0.139318885,0.003095975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2477,12,8.3127,0,0,0,0,0,0.034055728,0.108359133,0.046439628,0.247678019,0.03869969,0,0,3310,2.95904,0.09162,0.348297214,0.1625387,0,0.013931889,9.7771,11.2566,8.1433,0.003095975,0.003095975,0.010835913,0,0.015479876,0,0.030959752,0.108359133,0.092879257,0.247678019,0.03869969,0,0.448916409,0,0,0,0,0,0,0,0,0,Hexoctahedron,0.168685087,-3.7186,4.2158,3.2216,0.9942
128,0.518072289,0.481927711,10.9453,16.4793,13.203,1.4933,0.6116,-0.3866,1.30563123,8,0,0.337349398,0.108433735,0,0.337349398,0,0.144578313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2289,12,8.325,0,0,0,0,0.072289157,0.036144578,0.072289157,0.081325301,0.108433735,0.036144578,0.108433735,0,3396,2.95805,0.09041,0.518072289,0,0,0,10.2289,12,8.325,0,0,0,0,0,0,0.036144578,0.108433735,0,0.337349398,0,0,0.518072289,0,0,0,0,0,0,0,0,0,Hexoctahedron,0.173805046,-3.6803,4.1751,3.1858,0.9893
127,0.484939759,0.515060241,11.4828,14.6393,12.94,0.8698,-0.03,-0.5448,1.505657464,48,0,0.108433735,0.072289157,0,0.108433735,0,0.180722892,0.108433735,0.11746988,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0843,12,8.2807,0,0,0,0,0,0.036144578,0.108433735,0,0.337349398,0,0,0,3348,2.95454,0.11214,0.484939759,0,0,0,10.0843,12,8.2807,0,0,0,0,0,0.072289157,0.036144578,0.072289157,0.081325301,0.108433735,0.036144578,0.108433735,0.484939759,0,0,0,0,0,0,0,0,0,Octahedron,0.152955117,-3.8309,4.3229,3.3389,0.984
129,0.491729323,0.508270677,11.7386,16.0782,12.9759,0.8664,0.911,1.7258,1.643558983,8,0,0.036090226,0.090225564,0,0.036090226,0,0.342857143,0.072180451,0.045112782,0,0.012030075,0,0,0,0,0,0,0,0,0,0,0,10.0511,12.0183,8.1479,0,0,0.012030075,0,0.045112782,0.072180451,0.072180451,0.072180451,0.072180451,0.072180451,0.090225564,0,3342,2.95415,0.12211,0.482706767,0,0,0,9.9789,12.0183,8.0059,0.012030075,0,0,0,0,0.045112782,0.072180451,0.072180451,0.072180451,0.108270677,0.036090226,0.090225564,0.482706767,0.009022556,0,0,0,0,0,0,0,0,Octahedron,0.15542917,-3.805,4.2904,3.3199,0.9705
130,0.513432836,0.486567164,10.9475,17.9916,13.2884,1.6268,0.8119,0.1534,1.493342649,25,0,0.334328358,0.143283582,0,0.334328358,0,0.143283582,0,0.008955224,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2269,12.0174,8.3374,0,0,0,0,0.008955224,0,0.143283582,0,0.334328358,0,0,0,3426,2.95885,0.09315,0.504477612,0,0,0,10.2269,12.0174,8.3374,0,0,0,0,0,0.008955224,0,0.143283582,0,0.334328358,0,0,0.504477612,0.008955224,0,0,0,0,0,0,0,0,Decahedron,0.146610714,-3.8899,4.3821,3.3979,0.9842
131,0.53037037,0.46962963,11.0768,16.5398,13.355,1.6441,0.3807,-0.8722,2.829743622,4,0,0.266666667,0.125925926,0.014814815,0.266666667,0.081481481,0.118518519,0.002962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2785,12,8.3344,0,0,0,0,0,0.032592593,0.088888889,0.059259259,0.266666667,0.022222222,0,0,3469,2.96,0.09082,0.355555556,0.162962963,0,0.011851852,9.8726,11.3799,8.1703,0.002962963,0.002962963,0.008888889,0,0.014814815,0,0.02962963,0.088888889,0.096296296,0.266666667,0.022222222,0,0.466666667,0,0,0,0,0,0,0,0,0,Tetrahedron,0.212279883,-3.7687,4.2126,3.3251,0.8875
132,0.420588235,0.579411765,8.707,24.6381,14.2418,3.6323,0.6448,-0.129,1.232196352,30,0,0.264705882,0.114705882,0,0.264705882,0,0.176470588,0.017647059,0.114705882,0,0.005882353,0,0,0,0,0,0,0,0,0,0,0,9.8824,12,8.3452,0,0,0.005882353,0,0,0.114705882,0,0,0.458823529,0,0,0,3360,2.9468,0.10902,0.420588235,0,0,0,9.8824,12,8.3452,0,0,0,0.005882353,0,0,0.114705882,0,0,0.458823529,0,0,0.420588235,0,0,0,0,0,0,0,0,0,Truncated_tetrahexahedron,0.173759437,-3.7827,4.2765,3.289,0.9875
133,0.507331378,0.492668622,11.543,15.4906,13.1519,0.912,0.7217,1.0292,1.194136575,30,0,0,0.035190616,0.035190616,0,0.035190616,0.351906158,0.035190616,0.070381232,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0293,12,8,0,0,0,0,0.035190616,0.175953079,0,0.070381232,0.070381232,0.035190616,0.105571848,0,3420,2.95129,0.12322,0.507331378,0,0,0,10.0293,12,8,0,0,0,0,0,0.035190616,0.175953079,0,0.070381232,0.070381232,0.035190616,0.105571848,0.507331378,0,0,0,0,0,0,0,0,0,Truncated_tetrahexahedron,0.169607604,-3.7854,4.2793,3.2917,0.9876
134,0.505124451,0.494875549,11.7327,14.714,13.0929,0.8613,0.2138,-0.492,1.208486992,25,0.008784773,0.011713031,0.052708638,0,0.020497804,0,0.333821376,0.105417277,0.035139092,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0498,12,8.0592,0,0,0,0,0.035139092,0.175695461,0,0.043923865,0.117130307,0,0.122986823,0,3432,2.95284,0.12104,0.505124451,0,0,0,10.0498,12,8.0592,0,0,0,0,0,0.035139092,0.175695461,0,0.043923865,0.117130307,0,0.122986823,0.505124451,0,0,0,0,0,0,0,0,0,Decahedron,0.143246744,-3.9475,4.4435,3.4516,0.9919
135,0.567055394,0.432944606,12.1624,14.6502,13.2914,0.677,0.1242,-0.7394,1.245864347,24,0,0.240524781,0.116618076,0,0.211370262,0.174927114,0.043731778,0.002915452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4519,11.9743,8.4579,0,0,0,0,0,0.017492711,0.029154519,0.160349854,0.189504373,0.036443149,0,0,3585,2.97804,0.14162,0.167638484,0.218658892,0,0.013119534,9.8338,11.2494,7.9798,0.002915452,0.002915452,0.010204082,0,0.014577259,0.014577259,0.043731778,0.029154519,0.174927114,0.204081633,0.021865889,0.043731778,0.408163265,0.029154519,0,0,0,0,0,0,0,0,Tetrahexahedron,0.175076427,-3.7566,4.248,3.265,0.983
136,0.502906977,0.497093023,11.5396,15.4906,13.1819,0.9163,0.6344,0.8469,1.462906796,25,0,0,0.034883721,0.034883721,0,0.034883721,0.348837209,0.034883721,0.078488372,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0116,12,8,0,0,0,0.00872093,0.034883721,0.174418605,0,0.034883721,0.104651163,0.034883721,0.104651163,0,3444,2.95125,0.12656,0.502906977,0,0,0,10.0116,12,8,0,0,0,0,0.00872093,0.034883721,0.174418605,0,0.034883721,0.104651163,0.034883721,0.104651163,0.502906977,0,0,0,0,0,0,0,0,0,Decahedron,0.146587605,-3.9089,4.3951,3.4229,0.9722
137,0.551079137,0.448920863,11.1097,16.2523,13.5025,1.6849,0.0903,-1.4129,1.588591642,15,0.028776978,0.230215827,0.071942446,0.007194245,0.244604317,0.122302158,0.079136691,0.002877698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2993,12,8.2115,0,0,0,0,0,0.031654676,0.086330935,0.100719424,0.215827338,0.014388489,0,0,3579,2.96278,0.10251,0.35971223,0.179856115,0,0.011510791,9.905,11.4204,8.0449,0.002877698,0.002877698,0.008633094,0,0.014388489,0,0.028776978,0.086330935,0.136690647,0.215827338,0.014388489,0,0.489208633,0,0,0,0,0,0,0,0,0,Decahedron,0.147290917,-3.9647,4.4447,3.4849,0.9598
138,0.553521127,0.446478873,11.0993,17.6311,13.6873,1.9078,0.3015,-1.0682,1.334446322,15,0,0.246478873,0.11971831,0,0.246478873,0.105633803,0.077464789,0.016901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.307,11.8473,8.3975,0,0,0,0,0,0.016901408,0,0.218309859,0.211267606,0,0,0,3659,2.96266,0.10275,0.281690141,0.176056338,0,0.011267606,9.0479,10.9771,6.6562,0.016901408,0.016901408,0.043661972,0.028169014,0.042253521,0,0.056338028,0,0.105633803,0.211267606,0.070422535,0,0.408450704,0,0,0,0,0,0,0,0,0,Decahedron,0.142768507,-3.9848,4.4732,3.4964,0.9768
139,0.573839662,0.426160338,12.1014,16.013,13.5174,0.9486,0.4577,-0.4733,1.477743888,24,0,0.251758087,0.071729958,0,0.222222222,0.180028129,0.005625879,0.016877637,0.00140647,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3488,11.8088,8.3828,0,0,0,0.00140647,0,0.016877637,0.00281294,0.201125176,0.202531646,0.00140647,0,0,3679,2.96679,0.12489,0.147679325,0.244725738,0,0.036568214,8.1406,9.098,6.8515,0.019690577,0.028129395,0.039381153,0.040787623,0.068917018,0.011251758,0.033755274,0.015471167,0.225035162,0.209563994,0.05625879,0.00140647,0.250351617,0,0,0,0,0,0,0,0,0,Trisoctahedron,0.162843192,-3.7228,4.2003,3.2457,0.9546
140,0.490250696,0.509749304,11.4603,17.9739,13.398,1.4573,0.9435,0.7407,1.286485403,48,0,0.200557103,0.167130919,0,0.200557103,0,0.167130919,0.100278552,0.04178273,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1448,12.017,8.3443,0,0,0,0,0.04178273,0,0.167130919,0,0.200557103,0.033426184,0.066852368,0,3642,2.95593,0.10913,0.48189415,0,0,0,10.1448,12.017,8.3443,0,0,0,0,0,0.04178273,0,0.167130919,0,0.200557103,0.033426184,0.066852368,0.48189415,0.008356546,0,0,0,0,0,0,0,0,Hexoctahedron,0.15743285,-3.817,4.2999,3.3342,0.9657
142,0.506206897,0.493793103,11.4417,16.8329,13.4227,0.96,0.5406,0.5698,1.12189915,24,0,0,0.04137931,0.020689655,0,0.020689655,0.351724138,0.057931034,0.062068966,0,0.00137931,0,0,0,0,0,0,0,0,0,0,0,10.0634,12.0082,8.0698,0,0,0.011034483,0,0.024827586,0.066206897,0.066206897,0.066206897,0.132413793,0.066206897,0.033103448,0,3648,2.95442,0.13248,0.502068966,0,0,0,9.9641,12,7.8771,0.00137931,0.004137931,0.004137931,0,0,0.053793103,0.140689655,0.016551724,0.04137931,0.091034483,0.049655172,0.091034483,0.506206897,0,0,0,0,0,0,0,0,0,Small_rhombicuboctahedron,0.147260554,-3.8095,4.2958,3.3232,0.9726
141,0.533793103,0.466206897,12.3759,16.1753,13.4725,0.7476,0.7802,1.4046,1.348439975,26,0,0.099310345,0.033103448,0.033103448,0.099310345,0.033103448,0.297931034,0.016551724,0.008275862,0,0.011034483,0,0,0,0,0,0,0,0,0,0,0,10.1793,12.0155,8.0769,0,0,0.00137931,0,0.049655172,0.144827586,0.016551724,0.033103448,0.099310345,0.049655172,0.099310345,0,3690,2.95857,0.10655,0.525517241,0,0,0,10.1131,12.0155,7.9349,0.011034483,0,0,0,0,0.024827586,0.066206897,0.066206897,0.066206897,0.165517241,0.033103448,0.033103448,0.525517241,0.008275862,0,0,0,0,0,0,0,0,Tetrahexahedron,0.171163746,-3.7275,4.2087,3.2465,0.9622
143,0.539726027,0.460273973,12.3007,14.4148,13.4713,0.6369,-0.3115,-0.9179,1.129245735,26,0.032876712,0.065753425,0.197260274,0,0.098630137,0,0.361643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2247,12,8.1429,0,0,0,0,0,0.098630137,0.098630137,0.098630137,0.065753425,0,0.098630137,0,3732,2.95689,0.10664,0.539726027,0,0,0,10.2247,12,8.1429,0,0,0,0,0,0,0.098630137,0.098630137,0.098630137,0.065753425,0,0.098630137,0.539726027,0,0,0,0,0,0,0,0,0,Modified_truncated_octahedron,0.150926427,-3.804,4.2863,3.3217,0.9646
